Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
175,      ML / AI Engineers ,    innData Analytics Private Limited,0 - 1 yrs,,Visakhapatnam,Roles and Responsibilities :innData Analytics is hiring ML /  AI Engineers at Visakhapatnam.Immediate joiners are preferred.Job Position: ML /  AI EngineersExperience: 0-1 Yea,"algorithms  ,  python  ,  c    ,  c  ,  machine learning  ,  javascript  ,  java  ,  data structures"
176,AI /  ML developers ,    WBC Software Lab,4 - 7 yrs,,Chennai,JOB TITLE : AI /  ML developers Description : We need experienced AI / ML developers to work on latest Object recognition and Natural Language Processing toolsDuties and Respo,"PyTorch  ,  data representation  ,  appropriate datasets"
177,AI / ML Developer ,    StartupFlux,0 - 3 yrs,,Noida/Greater Noida,"Excellent Aptitude Hardworking and Sincere Highly organized Passionate ,  self driven ,  self aware experience with graph database Neo4J or Neptune. practical knowledge and ha","elastic search  ,  database  ,  python  ,  neo4j  ,  natural language processing"
178,AI / ML Lead ,    Typeset,0 - 3 yrs,,Bengaluru / Bangalore,Job Description Imagine an editor that doubles as an assistant. Helping you communicate your research better and according to journal standards; suggesting better references. ,"Content Intelligence  ,  authoring platform  ,  design"
179,      Data Scientists-AI / ML ,    peopleplus professional services pvt ltd,3 - 7 yrs,,Bengaluru / Bangalore,We are seeking an outstanding Data Scientists in AI / ML who will help our team continue to grow and bring high value to the team. The ideal candidate should be:A professional,"algorithms  ,  python  ,  problem solving  ,  team player  ,  machine learning  ,  sql  ,  hadoop"
180,      EIT AI Architect ,    Schneider Electric Pvt Ltd,5 - 10 yrs,,Bengaluru / Bangalore,"We are looking for a passionate ML  / AI Architect with proven ability to build scalable Solutions in order to drive business results leveraging AI ,  Machine Learning and Dee","git  ,  mysql  ,  big data  ,  github  ,  python  ,  oracle  ,  machine learning  ,  nosql  ,  forms"
181,      Sr AI Engineering Manager ,    Schneider Electric Pvt Ltd,10 - 13 yrs,,Bengaluru / Bangalore,Sr AI Engineering Manager ResponsibilitiesPartners with lines of business to understand business problems and translate them into identifiable machine learning problems which ,"artificial intelligence  ,  mysql  ,  python  ,  github  ,  oracle  ,  nosql  ,  data mining  ,  git  ,  natural language processing  ,  machine learning  ,  forms"
182,AI Engineering Manager ,    Schneider Electric Pvt Ltd,10 - 13 yrs,,Bengaluru / Bangalore,AI Engineering Manager ResponsibilitiesPartners with lines of business to understand business problems and translate them into identifiable machine learning problems which can,"artificial intelligence  ,  mysql  ,  python  ,  github  ,  oracle  ,  nosql  ,  data mining  ,  git  ,  natural language processing  ,  machine learning  ,  forms"
183,AI ML Expert ,    smartSense Consulting Solutions,3 - 6 yrs,,Gandhinagar,AI ML Expert We are looking for versatile and experienced technical additions to our development team in Gandhinagar. The position offers an extensive amount of ownership and ,"orchestration  ,  maven  ,  machine learning  ,  docker  ,  django  ,  unix"
184,AI  /  GAMEPLAY TOOLS PROGRAMMER ,    APPLYCUP HIRING SOLUTIONS LLP,2 - 5 yrs,,Bengaluru / Bangalore,"AI  /  GAMEPLAY TOOLS PROGRAMMERBangalore ,  Karnataka Qualification : BE  , Btech  , BSC Computer / IT , MSC  , MCA , any graduate ,  Experience : 2 - 5 YearsSkills : C  /  C","c#  ,  c    ,  c  ,  games"
185,      Architect / Sr. Architect  AI ,    ICERTIS,10 - 15 yrs,,Pune,"Partners with business stakeholders to translate business objectives into clearly defined analytical projects.architect ,  design and develop enterprise data management framew","algorithms  ,  security  ,  data structures  ,  cloud computing  ,  python  ,  natural language processing  ,  written communication  ,  infrastructure"
186,      Python Developer / AI Developer ,    JobsLo Consultants,2 - 7 yrs,,Delhi,"Job Description : Knowledge in Python ,  with the ability to build efficient REST API using Django REST Framework Knowledge of scheduling framework or event-driven programming","rest  ,  python  ,  github  ,  rdbms  ,  rest api  ,  nosql  ,  docker  ,  django  ,  oops  ,  debugging  ,  mvc"
187,      Azure Voice AI Developer ,    Nihilent Technologies Pvt. Ltd.,5 - 8 yrs,,"Chennai,  Kolkata,  Pune",Skills: Responsibilities include analysing requirements for AI solutions and designing and implementing AI solutions using Speech servicesMinimum of 5  year experience in soft,"c#  ,  javascript  ,  gateway"
188,AI / ML Proficient ,    SmartData Enterprises India Ltd,5 - 8 yrs,,Mohali,"AI / ML Proficient in developing predictive models using linear regression ,  clustering ,  random forest algorithms.Experience in using computer vision technologies for objec","algorithms  ,  python  ,  developing predictive"
189,AI ChatBot Developer ,    Celexsa Technologies Pvt Ltd,0 - 3 yrs,,Chennai,Location: ChennaiQualification: B.E.  /  MCA  /  MS IT  /  BCA  /  B.Sc.  ( Comp.Sci. ) Experience: Minimum 1 yrs experience required in Chatbot Development.gender: Male  /  F,"python  ,  natural language processing  ,  composer  ,  machine learning  ,  artificial intelligence  ,  sql  ,  docker  ,  django  ,  git  ,  postgresql  ,  cassandra  ,  mysql  ,  mongodb"
190,AI - ML Developer ,    ari global solutions,3 - 7 yrs,,Chennai,Job Description* The role involves use of technologies related to Data Science and Machine Learning to solve business problems and create IP around a product* Design and devel,"algorithms  ,  scala  ,  bi  ,  sql  ,  database  ,  java  ,  data structures  ,  mysql  ,  big data  ,  python  ,  oracle  ,  natural language processing  ,  machine learning  ,  nosql"
191,      Senior AI Scientist ,    TARGET,2 - 5 yrs,,Bengaluru / Bangalore,A Senior A.I. Scientist will aid in implementing Science solutions for applications driven by artificial intelligence and machine learning in the retail domain. A Senior AI Sc,"hive  ,  fundamentals  ,  algorithms  ,  c    ,  scala  ,  artificial intelligence  ,  data structures  ,  big data  ,  hbase  ,  python  ,  team player  ,  machine learning"
192,      NLP /  AI Analyst ,    Analytics Vidhya,5 - 7 yrs,,Bengaluru / Bangalore,Design and develop NLP applications according to requirements shared by stakeholdersShould be able to benchmark the NLP frameworks and build niche solutionsIdentify new opport,"algorithms  ,  rest  ,  python  ,  rdbms  ,  oracle  ,  machine learning  ,  postgresql  ,  data structures  ,  mysql  ,  api  ,  mongodb"
193,AI R & D Manager ,    Analytics Vidhya,4 - 11 yrs,,Bengaluru / Bangalore,"You will need to work with and manage extremely smart and talented of set of computer-vision / AI engineers / ICs ,  and hence ,  you yourself need to have proven and strong d","image processing  ,  algorithms  ,  security  ,  opencv"
194,AI Engineering Manager ,    Analytics Vidhya,4 - 11 yrs,,Bengaluru / Bangalore,"You will need to work with and manage extremely smart and talented of set of computer-vision / AI engineers / ICs ,  and hence ,  you yourself need to have proven and strong d","algorithms  ,  security  ,  api  ,  image processing  ,  problem solving  ,  opencv"
195,      Senior AI Developer ,    Analytics Vidhya,5 - 10 yrs,,"Delhi,  Delhi/NCR","Experience managing a team of Data Analysts / Scientists to deliver results and measure their success.an established career in Analytics ,  OR a proven desire to build a caree","algorithms  ,  software packages  ,  python  ,  natural language processing  ,  machine learning  ,  opencv"
196,      CISO- Series C  AI ,    CAREERXPERTS CONSULTING,10 - 13 yrs,,Bengaluru / Bangalore,"CISO- Series C  AI by Sanish SinghonDecember 17 ,  2017 Our Client is the fastest growing e-commerce product discovery platform ,  applies artificial intelligence and advanced","com  ,  information technology  ,  artificial intelligence  ,  security  ,  iam  ,  c  ,  information management  ,  access management  ,  it  ,  cism"
197,      Development Manager - SAP AI ,    SAP Ariba,10 - 14 yrs,,Bengaluru / Bangalore,"As the development manager of a cross-functional team ,  you empower your team members to realize their full potential. By setting clear expectations and coaching your team me","artificial intelligence  ,  java  ,  python  ,  javascript  ,  conference  ,  database  ,  cloud services"
198,      Team Lead - ML / AI ,    Secninjaz,3 - 6 yrs,,"Delhi,  Delhi/NCR","Experience: 3  yearsLocation: New DelhiProven Knowledge of:Setting up and working on Machine Learning  &  Artificial Intelligence projects / products.designing efficient ,  sc","algorithms  ,  python  ,  svn  ,  machine learning  ,  artificial intelligence  ,  database  ,  git  ,  big data"
199,      Data Scientist - AI Flagship ,    Schneider Electric Pvt Ltd,1 - 4 yrs,,Bengaluru / Bangalore,Roles  &  Responsibilities Identify and understand business problems: partner with business stakeholders to understand and communicate on business objectivesDefine analytical ,"hive  ,  algorithms  ,  hql  ,  pig  ,  hadoop  ,  technical skills  ,  big data  ,  python  ,  oracle  ,  machine learning  ,  infrastructure"
200,      Specialists - Data  &  AI ,    Microsoft India Pvt Ltd,12 - 18 yrs,,Bengaluru / Bangalore,ResponsibilitiesAs a Data  &  AI Specialist you will be a solution sales expert within our enterprise sales organization working with our most important customers. You will co,"orchestration  ,  sql  ,  mysql  ,  hadoop  ,  machine learning  ,  nosql"
201,      Vacancies for SR dot Net with API Developer ,    SI Placements International,6 - 9 yrs,₹Rs 14.00 - 20.00 Lacs p.a.,"Ahmedabad,  Hyderabad/Secunderabad,  Guntur,  Gandhinagar,  Vadodara","Dear Candidates , Greetings from SI International PlacementWe Have Vacancies for SR dot Net with API Developer.         `Interested Candidates Can Call  /  Whatsapp at   63588","''c#''  ,  ''dot net core''  ,  ''sql''  ,  ''azure cloud services''  ,  ''nosql''  ,  ''cosmos db''  ,  ''react js''  ,  ''AI services''  ,  ''microsoft azure''"
202,      Hybris Architect ,    Best Infosystems Ltd.,11 - 16 yrs,,"Bengaluru / Bangalore,  Delhi/NCR,  Hyderabad/Secunderabad,  Mumbai,  Pune",Urgent Requirement_Hybris Architect_Pan india_Full-timeJob title: Hybris ArchitectJob type: Full-timeLocation: Pan indiaExperience: 11 to 17 YearsDesirable Skills: Azure Bot S,"Hybris   ,  Architect  ,  Azure   ,  Bot   ,  AI  ,  Application   ,  Design   ,  AWS  ,  RPA  ,  Artificial Intelligence  ,  architecture   ,  API   ,  voice conversation  ,  OOP  ,  App   ,  cloud   ,  Docker  ,  Alexa  ,  ocean"
203,      Engr II-AI ML Engineering ,    Verizon Media,0 - 3 yrs,,Hyderabad/Secunderabad,"What youll be doing...As the AI & D AI / ML Engineer ,  you will be responsible for building innovative solutions by applying cutting edge techniques in the consumer domain.Op","python  ,  c  ,  oozie  ,  machine learning  ,  docker  ,  sql  ,  written communication  ,  production environment  ,  software engineering  ,  hadoop  ,  big data  ,  unix"
204,      Engr II-AI ML Engineering ,    Verizon Media,0 - 3 yrs,,Chennai,"As the AI & D AI / ML Engineer ,  you will be responsible for building innovative solutions by applying cutting edge techniques in the consumer domain.Optimizing and Deploying","python  ,  oozie  ,  machine learning  ,  docker  ,  sql  ,  written communication  ,  production environment  ,  software engineering  ,  hadoop  ,  big data  ,  unix"
205,AI Software Solutions Engineering Manager ,    Intel Technologies,6 - 9 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineering Manager Job DescriptionIntel delivers leadership AI software oneAPI AI Analytics toolkit  ( Tensorflow ,  Pytorch ,  Scikit Learn ,  XGBoost ","software engineering  ,  technical skills  ,  machine learning"
206,AI Software Solutions Engineering Manager ,    Intel Technology India Pvt Ltd,6 - 9 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineering Manager Job DescriptionIntel delivers leadership AI software oneAPI AI Analytics toolkit  ( Tensorflow ,  Pytorch ,  Scikit Learn ,  XGBoost ","software engineering  ,  technical skills  ,  machine learning"
207,      Technical Project Manager - RPA / AI ,    TECHNOPARK TRIVANDRUM,6 - 9 yrs,,Thiruvananthapuram,"Responsible to work closely with customer to understand the requirements ,  discuss and define various use cases  Liaise with key stakeholders to define the big data solutions","c#  ,  software design  ,  rest api  ,  database  ,  java  ,  it projects  ,  project delivery  ,  mysql  ,  big data"
208,"      Data Scientist ,  Search Science and AI ",    AMAZON INDIA PVT LTD,5 - 8 yrs,,Bengaluru / Bangalore,We are seeking a Data Scientist to be part of the Search Science and Artificial Intelligence team world wide. This is a strategic role to shape and deliver our technical strat,"artificial intelligence  ,  sql  ,  python  ,  sas  ,  problem solving  ,  business environment  ,  machine learning  ,  written communication"
209,      Trainee- Mobile App /  AI Apps ,    eurys infosystem pvt. ltd,0 - 2 yrs,,Noida/Greater Noida,Salary / Stipend As per Company policyMinimum Qualification B. Tech /  M. Tech  / MCA / BCATechnical SkillsExperience writing Android / IOS applicationsExperience writing appl,"laravel  ,  ip networking  ,  mobile  ,  javascript  ,  internet technologies  ,  mvvm  ,  java  ,  json  ,  php  ,  html  ,  mvc  ,  technical skills  ,  soap"
210,      Senior AI / ML Product Manager ,    WELLS FARGO INDIA,0 - 3 yrs,,Bengaluru / Bangalore,"In this role ,  you will:Market Research: Studies market trends and best practices and incorporates them in the productPersona Management  &  Customer Journeys: Creates and ma","big data  ,  cloud services  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  production support"
211,      Senior Java Developer - Conversational AI ,    SAP Ariba,6 - 9 yrs,,Bengaluru / Bangalore,"Model ,  design ,  implement ,  and test software with openness to new technologies and environmentsImplementation of the backend components using JAVA Spring boots and HANADe","information technology  ,  spring  ,  java  ,  api  ,  java developer  ,  database  ,  rest  ,  natural language processing  ,  team player  ,  spring boot  ,  written communication"
